id,navn,avsender,underkategori,pulje,hovedposisjon,dissens,arg_n,argumenter,hovedbudskap
457,Innspill 411 (rehabiliteringsprosjekt),,Privatperson med konkret prosjektforslag,,B_modifisert,False,6,nevroplastisitet;tilfriskning_håp;aktivitet_gradvis_økning;nav_arbeidsliv;implementering_konkret;kompetanseheving,"Privatperson leverer detaljert prosjektskisse til strukturert rehabiliteringsprogram for kronisk utmattelse, ME og Long Covid. Bygger på nevroplastisk/Mind-Body-forståelse: 'sykdom som påvirker nervesystemet påvirker hele kroppen, de fysiske symptomene er helt reelle'. Refererer Miguel Bautista (CFS Recovery), Norman Doidge ('The Brain that Changes Itself'). Argumenterer for at nervesystemdysregulering kan reverseres gjennom rekalibrering. Detaljerte moduler: oppstartssamtale, undervisning, langtidsplan, rekalibrering, gradvis aktivitetsøkning som eksponeringsterapi. Samfunnsøkonomisk argumentasjon basert på FAFO (Kielland & Liu 2025), SINTEF (Hilland/Anthun 2022) og NAV-statistikk - viser at 874 unge uføre med ME-diagnose koster ca. 17 mill. kr per person i livsløp."
458,Opprop fra 3034 ME-pasienter og pårørende,,,,A_klar,False,5,pem_kjerne;egen_retningslinje;skille_me_utmattelse;kunnskapsgrunnlag_forskning;kunnskapsgrunnlag_brukererfaring,"Felles krav fra 3034 ME-syke og pårørende: ME (G93.3) må få en egen, selvstendig retningslinje – adskilt fra retningslinjer for langvarig utmattelse. PEM må anerkjennes som kjernefenomen og være styrende for alle anbefalinger. Retningslinjer må bygge på oppdatert biomedisinsk kunnskap. Tydelig representasjon av A-siden gjennom massemobilisering."
46,"Privatperson (97. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"97. mal-instans, ren standardmal."
47,"Privatperson (43. mal-instans, ME-POTS-PEM-holdningsendring)",,pasient_eller_pårørende_mal_pluss,,A_klar,False,5,egen_retningslinje;stan_mal_setning;pots_term;holdningsendring_krav;sammenlignbare_land,43. mal-instans. 43. mal-instans + holdningsendring-krav.
48,Privatperson (tomt innspill),,tomt_innspill,,uklar,False,1,tomt_innspill,Tomt innspill — innsender har registrert høringsdeltakelse uten å skrive substansielt innhold.
49,Tre privatpersoner samlet (Frøydis Lilledalen m.fl.),,fagperson_privat_identifisert,,A_klar,False,17,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;kunnskapsgrunnlag_forskning;kunnskapsgrunnlag_brukererfaring;psykologisering;alvorlig_syke;barn_og_unge;implementering_konkret;kompetanseheving;tjenester_samhandling,"Felles innspill fra tre privatpersoner med Frøydis Lilledalen (psykologspesialist, forfatter, ME-syk i 12 år, ca 45 artikler om ME og bok «Gjør ingen skade») som hovedavsender. Krever egne retningslinjer for ME/CFS og long-COVID, atskilt fra annen utmattelse. Bygger på solid biomedisinsk referanseapparat: Snell 2013, VanNess 2007, Wirth & Scheibenbogen 2020, Missailidis 2022, Fluge 2023, Davis 2021, Nath 2022, Geraghty 2019, Marks 2020. Sentral klinisk argumentasjon: 2-day CPET viser objektivt redusert VO2peak dag to – funn som ikke sees ved dekondisjonering. Mener tverrfaglighet må bety medisinsk bredde (nevrologi, immunologi, infeksjonsmedisin, kardiologi), ikke psykologisering. Konsistent vekt på iatrogen forverring som risiko. Påpeker at pasienters avslag på tjenester kan være rasjonell energibeskyttelse, ikke manglende behandlingsmotivasjon. Bruker FAFO/SINTEF-rapportene som dokumentasjon på at GET/CBT ikke fungerer og at pårørende opplever omsorgsbelastning og stigmatisering. Foreslår 7 implementeringstiltak inkl. ambulerende team med ME-kompetanse, pleiepenger og kvalitetssikring."
5,"Privatperson (helse- og omsorgstjenesteloven-referert, juridisk-medisinsk stil)",,fagperson_privat_sannsynlig,,A_klar,False,15,pem_kjerne;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;psykologisering;aktivitet_pacing;kunnskapsgrunnlag_internasjonalt;kunnskapsgrunnlag_forskning;rettssikkerhet;stigmatisering;skadelig_praksis_videreført;implementering_konkret;lov_kunnskapsbasert_praksis;biomarkør_ikke_krav,"Strukturert A_klar-innspill med juridisk-medisinsk argumentasjonsstruktur. Hovedanke: retningslinjen mangler 'eksplisitt og tydelig avklaring av ME/CFS som en fysisk, biologisk og multisystemisk sykdom' — denne mangelen er metodisk avgjørende fordi sykdomsforståelsen påvirker tolkning av kunnskapsgrunnlag og anbefalinger. Krever at retningslinjen uttrykkelig fastslår ME/CFS som somatisk sykdom og avgrenser tilstanden fra psykosomatiske og funksjonelle lidelser. Refererer helse- og omsorgstjenesteloven og 'grunnleggende prinsipper for kunnskapsbasert praksis': oppdatert vitenskapelig kunnskap, anerkjent internasjonal praksis, pasientsikkerhet og skadeforebygging. Argumenterer at fravær av enkelt diagnostisk biomarkør 'endrer ikke' den biomedisinske forståelsen. Konkret bekymring: 'Når sentrale begreper som helhetlig vurdering, fremme funksjon og tilpassede tiltak ikke forankres i en eksplisitt biomedisinsk sykdomsforståelse, foreligger det en reell risiko for at tidligere skadelig praksis videreføres under nye begreper'."
50,"Privatperson (egen formulering, internasjonal forankring)",,pasient_eller_pårørende_aktivist,,A_klar,False,4,egen_retningslinje;internasjonal_forskning;usa_storbritannia;helt_annen_tilnærming,Eget formulert A_klar.
51,"Privatperson (akademisk-saklig, skiller ME fra CFS-samlebetegnelse)",,fagperson_privat_sannsynlig,,A_klar,False,11,pem_kjerne;egen_retningslinje;skille_me_cfs;canadakriteriene_definerer_me;ideologi_anekdoter_kritikk;forskning_basert_krav;biomedisinsk_forskning;utelukkelse_andre_sykdom;udokumenterte_metoder_fjernes;brukerundersøkelser_feilbehandling;tvungen_aktivitet_skadelig,"A_klar med akademisk-saklig stil. **Sjelden konseptuell skille**: 'Retningslinjene må skille klart mellom sykdommen ME, som defineres klart av Canada-kriteriene, og CFS, som er en samlebetegnelse på alle langvarige utmattelsestilstander'. Refrenger 'ideologi og anekdoter'-kritikk: 'Retningslinjene må baseres på forskning; ikke på ideologi og anekdoter'."
52,Privatperson (alternativbransje-representasjon-kritikk),,pasient_eller_pårørende_aktivist_recovery_norge_kritisk,,A_klar,False,6,egen_retningslinje;alternativbransje_deltakelse_kritikk;marginal_organisasjon_overrepresentert;økonomiske_interesser;skattebetalere_respekt;vitenskapsbaserte_underrepresentert,Substansiell A_klar med alternativbransje/Recovery Norge-representasjons-kritikk: 'marginal organisasjon (dog med sterke økonomiske interesser) får større %-vis representasjon enn langt større og vitenskapsbaserte organisasjoner'.
53,"Privatperson ('falsk balanse'-kritikk, representativitetsargument)",,fagperson_privat_sannsynlig,,A_klar,False,13,egen_retningslinje;icd_11_8e49;skille_me_utmattelse;falsk_balanse_kritikk;recovery_norge_representativitet_300;me_foreningen_6500_medlemmer;ansvarspulverisering;fastlege_kompetanse_mangler;kommune_kompetanse_mangler;internasjonal_sammenlikning;us_storbritannia_egne_retningslinjer;brukerorganisasjoner_ikke_hørt;forkast_og_begynn_på_nytt,"A_klar med to nye distinkte argumentkilder: (1) **falsk balanse-kritikk** av representativitet — bruker tidligere vaksinedebatt som parallell: 'Recovery Norge har tilsynelatende blitt tillagt like stor betydning som større pasientorganisasjoner... urimelig at en organisasjon med rundt 300 medlemmer tillegges samme vekt som ME-foreningen som representerer om lag 6 500 medlemmer'. Foreslår at representativitet inngår i vurdering av innspill-vekt. (2) **Ansvarspulverisering** — økende ansvar legges til fastleger og kommunale tjenester, uten at det sikres at særlig kommunalt ansatte har tilstrekkelig kompetanse. Refererer ICD-11: 8E49 som diagnose-anker (i motsetning til G93.3 fra ICD-10 — bruker den nye standarden). Konkrete forslag: (a) trekk utkastet tilbake, (b) start på nytt med egen retningslinje for ME (8E49), (c) Se til USA og Storbritannia. Sluttsetning: 'Forkast det hele og begynn på nytt, med egne anbefalinger for hver av gruppene som her forsøkes å slås sammen. Det vil kreve mer å rette på dette enn å begynne på nytt'."
54,Privatperson (29. mal-instans + WHO-/NICE-forankring),,pasient_eller_pårørende_mal_pluss,,A_klar,False,8,egen_retningslinje;stan_mal_setning;who_definisjon;nice_retningslinjer;biomedisinsk_prinsipp;internasjonal_biomedisinsk_forsking;ikke_tolkningsrom_feilbehandling;skille_tydeliggjøring,29. mal-instans + WHO/NICE-forankring.
55,"Privatperson (årsaksforklarings-fokus, biologiske funn-fokus)",,pasient_eller_pårørende_informert,,A_klar,False,10,pem_kjerne;egen_retningslinje;skille_me_long_covid_utmattelse;årsaksforklaring_avgjørende;sykdomsmekanismer_avgjørende;biologiske_funn_dokumentert;alvorlig_symptomspekter_synlig;internasjonal_forskning_oppdatert;pem_definisjon_alvorlighet;hdir_ikke_årsaksforhold_kritisk,"Standard A_klar med årsaksforklarings-fokus. Hovedanke: 'Jeg stiller meg undrende til hvorfor det er én felles retningslinje for den lidelsen dere kaller langvarig utmattelse og ME, samt hvorfor det ikke skilles på og legges vekt på årsaksforklaringer og sykdomsmekanismer, da dét burde ligge til grunn for en hver behandlingsanbefaling'. Sentrale poenger: (1) utmattelse er symptom ved mange tilstander — krever differensiering; (2) en med utbrenthet trenger annen behandling enn en med ME/long covid; (3) det må legges til grunn 'biologiske funn og forskjeller i symptombilde og funksjonsnivå'; (4) ny internasjonal forskning på ME og long covid må legges til grunn; (5) det enorme symptomspekteret 'går langt utover utmattelse'. Eksplisitt **kritikk av Hdir's prosessvalg**: 'Jeg undrer meg også over hvorfor dere innledningsvis sier dere ikke skal ta stilling til årsaksforhold' — kritisk innfallspunkt for selve metodevalget."
56,"Privatperson (deklarert FARMASØYT + FORSKER, 12 års ME)",,fagperson_privat_identifisert_farmasøyt_forsker,,A_klar,False,10,pem_kjerne;egen_retningslinje;stan_mal_setning;strenge_canadakriteriene;pem_2_dagers_test;pacing_tålegrense;resetme_haukeland_studie;farmasøyt_forsker_egen;hummer_kanari_metafor;biomarkør_pem_måle,"**24. mal-instans + 5. fagperson_privat_identifisert: FARMASØYT + FORSKER, 12 års ME**. Strenge Canadakriteriene + PEM obligatorisk. Refererer **ResetME-studien** ved Haukeland. 'Hummer og kanari'-metafor: 'Forskning på hummer og kanari vil alltid gi feil resultater'."
57,"Privatperson (77. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"77. mal-instans, ren standardmal."
58,"Privatperson (103. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"103. mal-instans, ren standardmal."
59,"Privatperson (paradigmeskifte-argument, NICE+Tyskland+Nederland)",,pasient_eller_pårørende_informert,,A_klar,False,9,pem_kjerne;egen_retningslinje;trening_tenkes_seg_frisk_avvist;biomedisinsk_paradigmeskifte;nice_england;tyskland_nederland_forskningsmidler;rike_aktive_liv_før;infeksjon_trigger;psykologisk_støtte_sekundær_aksept,"A_klar med paradigmeskifte-argument. **Sjelden nyansert anerkjennelse av psykologisk støtte** som sekundær hjelp: 'stor sykdomsbyrde kan medføre behov for en form for psykologisk støtte vil være bra for mange, men det er ikke psykisk uhelse som har medført sykdommen'. NICE + Tyskland/Nederland-paradigmeskifte."
6,Privatperson,,fagperson_privat_sannsynlig,,A_klar,False,11,pem_kjerne;pem_definisjon;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kunnskapsgrunnlag_smalt;nav_arbeidsliv;kompetanseheving;implementering_konkret,"Systematisk innspill som konsekvent skiller ME med PEM/PESE fra CFS/langvarig utmattelse uten PEM/PESE. Foreslår TO SPOR i implementering: (A) ME med PEM/PESE med egne sikkerhetsregler, (B) CFS uten PEM/PESE. Nøkkelformuleringer: 'biologiske sikkerhetsgjerder' og 'symptomkontingent og toleransebasert' i stedet for 'mål- eller progresjonsstyrt'. Krever at biopsykososial modell (BPS) brukes som ramme for støtte, ikke som forklaring på årsak/patofysiologi. Eksplisitt forbud mot 'standardiserte progresjonsprogrammer (GET-liknende glidning)'. Krever obligatorisk opplæring for fastleger, spesialisthelsetjeneste, kommune og NAV."
60,"Privatperson (102. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"102. mal-instans, ren standardmal."
61,"Privatperson (akademisk-saklig, vitenskapelig dokumentasjon-krav)",,fagperson_privat_sannsynlig_akademisk,,A_klar,False,8,pem_kjerne;egen_retningslinje;skille_me_utmattelse;nevrologisk_diagnose;diagnostisk_presisjon;pasientsikkerhet;vitenskapelig_dokumentasjon;behandlingsanbefalinger_skadelig_overført,Akademisk-saklig A_klar med fokus på diagnostisk presisjon og pasientsikkerhet. Hovedanke: 'risikoen for at behandlingsanbefalinger utviklet for andre utmattelsestilstander anvendes på ME-pasienter — noe som i verste fall kan være skadelig'.
62,"Privatperson (114. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"114. mal-instans, ren standardmal."
63,"Privatperson (44. mal-instans, PEM-skille-krav)",,pasient_eller_pårørende_mal_pluss,,A_klar,False,5,egen_retningslinje;stan_mal_setning;pem_kjerne;skille_me_tidligst_mulig;fastlege_kan_ikke,44. mal-instans. 44. mal-instans + PEM-skille-fokus.
64,"Privatperson (98. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"98. mal-instans, ren standardmal."
65,Privatperson (tertiærmal-variant — lengre formulering enn standardmal),,pasient_eller_pårørende_tertiærmal,,A_klar,False,8,egen_retningslinje;skille_me_utmattelse;icd_g93_3;nevrologisk_sykdom;patofysiologiske_mekanismer;tertiærmal_variant;feildiagnostisering_skadelig;oppdatert_forskning_krav,"**Tertiærmal-variant av standardmalsetningen** — gjentatt 3 ganger i tre felt (helhetlig_kartlegging, aktivitetsregulering, generelle_kommentarer) identisk. Lengre formulering enn standardmal-setningen ('Jeg aksepterer ikke...G93.3'): tilfører at ME er en 'distinkt nevrologisk sykdom med spesifikke diagnostiske kriterier og patofysiologiske mekanismer', og at retningslinjen 'må baseres på oppdatert forskning og klinisk erfaring, og tydelig definere diagnostiske kriterier, anbefalte behandlingsmetoder og retningslinjer for oppfølging av ME-pasienter'."
66,"Privatperson (76. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"76. mal-instans, ren standardmal."
67,Privatperson (LDN/LDA off-label-medikamenter),,pasient_eller_pårørende_medikament_fokus,,A_modifisert,False,7,ldn_lavdose_naltrexon;lda_lavdose_abilify;off_label_behandling;tilpasset_smertestillende;søvnhjelp;røysumtunet_referanse;medikamentell_spesifisering,"A_modifisert med fokus på spesifikk medikament-anbefaling: **LDN (lavdose naltrexon)**, **LDA (lavdose abilify)**, tilpasset smertestillende. Refererer Røysumtunet."
68,"Privatperson (115. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"115. mal-instans, ren standardmal."
69,"Privatperson (mor OG datter ME/CFS, fem-punkts strukturert)",,mor_og_datter_me,,A_klar,False,16,pem_kjerne;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;psykologisering;aktivitet_pacing;biomedisinsk_forskning;barn_sårbar;skole_tilpasning;fravær_ikke_psykososial;tillit_familie_ikke_mistillit;barnevern_risiko_indirekte;språk_presist_respektfullt;alvorlig_grad_spekter;kampen_for_å_bli_trodd,"A_klar strukturert innspill fra mor OG datter som begge lever med ME/CFS — sjelden dobbel-perspektiv som dokumenterer arvelig/familiær clustering. Fem-punkts liste: (1) **ME/CFS må tydelig skilles fra generell langvarig utmattelse** — PEM som obligat; (2) **Pasientsikkerhet må prioriteres** — tiltak som kan forverre PEM må ikke anbefales; (3) **Alvorlighetsgrad og barn/unge må tas på alvor** — skoleoppfølging tilpasses, fravær ikke automatisk tolkes som psykososial problematikk, familier møtes med tillit ikke mistillit; (4) **Anerkjennelse av biomedisinsk forskning** — formuleringer om uhensiktsmessige tankemønstre er stigmatiserende; (5) **Betydningen av å bli trodd** — retningslinjene har stor makt til å forme holdninger. Innledning: takker for arbeidet og muligheten, anerkjenner ambisjonen, men 'deler av utkastet skaper bekymring'. Pårørende-perspektiv: 'Som mor er det ekstra belastende å være syk selv og samtidig kjempe for at ens barn skal bli forstått og trodd'."
